cat,sample_type,phase,elev_minimum,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
242,buffer,em,78.59977722,195.2490005,4,43.20086509,68.16012217,68.87921469,78.59978,island,3718300,19.27499642,18,18
243,buffer,em,85.23715973,151.2007751,3,14.49762644,50.44155162,50.15478731,86.46435,mainland,,11257.36059,135817,330154
244,buffer,em,71.8075943,103.0710587,4,36.53468369,57.42508376,89.79846812,73.01272,mainland,,1648.613097,153948,325809
245,buffer,em,99.62307739,185.0000397,3,1.022158934,1.762839728,1.784498583,99.79135,island,330800,26367.97319,214931,630394
246,buffer,em,91.19178009,100.7081083,4,6.466649697,28.56991432,30.94617944,92.24373,island,1300,5517.641316,304260,643076
247,buffer,em,79.99832916,216.2855164,3,64.34621766,66.27466514,57.03879322,81.26144,island,2266000,5368.418655,112939,210717
248,buffer,em,110.1820984,56.68514442,4,,,,110.1821,island,607700,1568.582702,9260,9260
249,buffer,em,99.86865234,15.102775,4,0,0.835508984,0.838307015,102.1459,island,197500,150.4248926,10062,14706
250,buffer,em,84.02565002,320.7731934,3,43.03153763,53.04667974,51.37269892,85.11632,mainland,,127.4340303,9973,11832
251,buffer,em,85.58292389,147.2927246,3,38.92311371,46.5576106,47.53849384,87.65225,island,2134100,47.60783218,1101,1101
252,buffer,em,110.7854385,263.3088074,4,,,,112.0069,island,1918500,615.2939623,58282,60973
253,buffer,em,80.16918182,169.3493767,4,58.79690834,68.48964385,62.50999591,80.29358,mainland,,111.7795758,4568,4568
254,buffer,em,91.86612701,207.1473999,4,25.94397515,27.06571696,27.05117151,95.42258,mainland,,17887.77998,43588,161241
255,buffer,em,80.32361603,296.7088623,3,54.81052643,61.38985054,60.36033041,83.75928,mainland,,202.5868177,15075,16485
256,buffer,em,103.2240753,249.7984441,4,,,,104.6698,island,16700,8221.815456,63729,111080
257,buffer,em,80.12024689,133.5011425,4,19.68871991,18.2830856,67.37050293,82.13574,island,6900,36175.48475,219044,677549
258,buffer,em,99.06821442,280.7955856,4,3.176351051,4.00992478,3.936221546,99.44979,island,285900,105.2106482,7912,8270
259,buffer,em,74.62288666,126.6830606,1,33.49515007,76.89174968,82.03263457,74.62289,mainland,,61.00085209,5713,5713
260,buffer,em,96.21286774,110.2523121,3,2.092844954,13.81220079,13.17592947,96.33413,island,15200,8232.783234,119494,349645
261,buffer,em,88.43731689,237.0957458,4,26.39572722,36.66183032,37.36482642,88.83949,mainland,,18386.3238,100953,413800
262,buffer,em,110.9642792,257.3273582,4,,,,111.447,island,128400,80.05214246,6049,20806
263,buffer,em,95.02478027,42.94327672,4,18.78663286,17.84281768,16.98098697,95.67458,mainland,,10044.10097,175276,682449
264,buffer,em,84.99810028,70.84485054,4,50.3133516,48.95519783,49.86558352,84.9981,mainland,,279.7771198,9568,9775
265,buffer,em,79.49949646,317.1239853,3,14.02523086,61.73267467,63.58205507,80.69749,mainland,,1250.077676,96642,262454
266,buffer,em,74.93095398,135.2126389,4,43.82449459,81.56725821,84.90601114,76.68494,mainland,,13743.95206,68729,226825
267,buffer,em,82.16915131,299.4283142,4,16.75880545,48.42873908,58.06972115,82.64878,island,24200,112.6495126,20855,31663
268,buffer,em,92.47436523,323.7577667,4,27.39621324,24.13434895,25.53911738,93.71115,mainland,,95.64265028,3483,9431
269,buffer,em,78.28586578,140.1266754,4,28.49028305,74.3705723,75.11594324,79.24184,mainland,,18249.89982,65006,193949
270,buffer,em,110.0954742,326.599939,4,,,,110.3621,island,96600,150.8287945,5394,12936
271,buffer,em,94.48583984,176.3997993,4,18.49686802,18.6236926,19.27543712,94.48584,island,1840500,309.3204691,31915,35147
272,buffer,em,100.0779495,308.2871246,3,,,,100.57,mainland,,1837.584345,125084,367948
273,buffer,em,77.30111694,126.4184456,4,44.03378443,70.38098995,72.84547126,77.30112,mainland,,131.0396916,1678,1678
274,buffer,em,105.5911865,309.7969971,3,,,,105.5912,island,103200,3904.679335,107912,115876
275,buffer,em,108.901268,223.3914375,4,,,,109.3325,island,30000,532.9305716,21675,24535
276,buffer,em,89.19997406,88.45262019,4,13.53761975,36.1329351,36.42548017,89.66103,mainland,,2254.684498,58364,136402
277,buffer,em,97.5165863,188.7112541,3,8.285863414,8.636274428,8.619848534,98.31718,island,364100,27053.26894,100177,327751
278,buffer,em,108.0784912,304.3867874,4,,,,109.5893,island,161700,450.144389,33381,45470
279,buffer,em,107.1649628,188.5087051,4,,,,107.8381,island,154000,235.6329232,54830,150367
280,buffer,em,108.4806519,196.5971527,4,,,,110.6185,island,145000,3565.670244,35300,138459
281,buffer,em,85.09128571,235.1362953,3,30.55358829,48.58218647,49.73360933,85.99519,island,2215500,55.28214712,1600,1600
282,buffer,em,91.72580719,163.0624298,4,27.34045463,28.66547545,27.64185833,93.62376,mainland,,28954.14886,161723,596185
283,buffer,em,94.44993591,112.6467758,4,17.90185616,19.47851869,19.46611891,95.81615,island,411100,498.4405015,34001,58713
284,buffer,em,108.3270493,65.86299515,4,,,,110.0805,island,125000,37039.92175,298642,1091928
285,buffer,em,109.3675842,32.60948896,4,,,,110.1751,island,21600,252.9908873,15329,16004
286,buffer,em,85.6333847,229.4522743,4,28.02526018,48.79991521,48.42885674,85.63338,island,606400,378.712505,27956,28016
287,buffer,em,71.02539063,24.66827631,4,41.29395858,94.84685981,93.45405395,73.25008,mainland,,316.5359609,21427,32538
288,buffer,em,81.18310547,92.14552256,4,4.586725008,51.59284324,61.24836422,81.18562,mainland,,97.5672931,11248,18354
289,buffer,em,103.8306427,92.30997086,3,,,,104.8872,island,36000,43341.62305,318644,1161519
290,buffer,em,83.67165375,208.9301834,4,2.743117088,54.20906122,54.89747428,84.52701,island,800,476.6714172,24699,25600
291,buffer,em,96.16764832,234.1613426,4,10.72649318,12.30173124,12.73517132,100.9556,mainland,,14989.06661,51461,115984
292,buffer,em,73.55358887,232.7398109,4,33.76207917,53.670998,75.65030819,74.77692,island,62000,238.6020877,10885,109889
293,buffer,em,77.68719482,174.407856,4,9.977078322,63.82343619,68.68183585,78.55484,island,900,2061.407515,152063,355311
294,buffer,em,111.399353,197.2586823,4,,,,112.0753,island,927400,34055.9645,173645,717147
295,buffer,em,80.03736115,113.0059814,3,28.46133779,53.32848324,64.22691463,80.25514,mainland,,239.0204637,41123,81260
296,buffer,em,94.50013733,251.2789001,3,16.02151378,18.80888409,19.49842007,95.46166,island,219100,1531.699588,164795,374162
297,buffer,em,84.28735352,209.5638641,4,39.70442895,52.56513436,49.17055174,85.13861,island,1883800,24686.63202,123053,328162
298,buffer,em,101.6482239,55.70875072,4,,,,101.6482,island,656300,544.1213832,49176,51637
299,buffer,em,105.0266418,58.65838242,4,,,,108.4372,island,176700,211.5747164,12771,13105
300,buffer,em,98.83579254,199.3220558,4,4.81008056,4.620224236,4.619495218,100.0016,island,10500,61164.24537,226091,907094
301,buffer,em,89.16339111,316.9545822,3,25.42287566,35.33383635,34.06277501,90.39889,island,1075400,427.4214245,87436,141802
302,buffer,em,103.1814194,211.6293144,4,,,,105.7004,island,8400,795.2254489,55299,67489
303,buffer,em,92.54836273,39.16543198,3,17.45735003,24.11469057,25.31116207,92.54836,island,266800,4852.943564,314264,791622
304,buffer,em,96.34498596,193.8982677,3,2.84429253,13.03000165,12.63484936,96.34499,island,15200,11299.56751,287,287
305,buffer,em,83.70883942,109.4761887,3,18.7658015,46.27316499,47.30002966,84.58858,island,1973700,1049.672108,123273,257155
306,buffer,em,112.408905,76.64721489,4,,,,112.4089,island,51500,6710.214398,9424,9424
307,buffer,em,101.4720078,343.077919,4,,,,102.1657,island,13100,112.4574621,5379,39425
308,buffer,em,106.0905838,171.9075775,3,,,,107.978,island,14000,60683.83566,218230,1012926
309,buffer,em,86.76596069,203.0991058,4,43.60454174,44.37206007,41.54295,86.76596,mainland,,88.06239369,1759,1759
310,buffer,em,96.42192078,18.16821218,4,11.94668713,12.12227174,12.05385066,97.97601,mainland,,534.6400561,67100,134105
311,buffer,em,99.91570282,328.8220947,3,0.489897946,0.489897946,0.494693885,100.3628,mainland,,107.7777839,4868,5430
312,buffer,em,78.4709549,293.4412613,4,41.00514905,65.44598196,68.16107834,81.6706,island,317000,94.72832448,4870,4881
313,buffer,em,104.3502197,183.2146263,4,,,,104.3722,island,121500,300.1902696,18985,20107
314,buffer,em,104.0550003,58.62526608,4,,,,106.1946,island,751200,24.86862328,21170,104301
315,buffer,em,106.4079132,115.3866997,4,,,,106.4079,island,168600,41266.81777,172001,172259
316,buffer,em,99.91326141,236.9081482,4,0.5,0.499702645,0.499458874,101.1071,island,1807800,10791.88657,81074,361847
317,buffer,em,106.357338,192.1150703,4,,,,106.3573,island,196900,26.01093549,941,4030
318,buffer,em,109.6892471,133.4320412,4,,,,109.786,island,161700,21791.24946,133109,527040
319,buffer,em,110.8290482,280.8359985,3,,,,112.4097,island,109753700,54.88503279,5556,6204
320,buffer,em,81.59104156,227.4404144,3,38.33336059,56.17094455,55.23295188,84.38853,island,2254400,210.7259372,10745,11588
321,buffer,em,91.5522995,74.52513599,4,8.288571187,29.46615597,28.73713737,91.77583,island,997000,6281.013861,306846,746713
322,buffer,em,78.188591,84.30642509,4,60.46873574,67.36623512,69.47301272,81.08585,island,317000,20175.84273,135110,487127
323,buffer,em,72.8254776,124.7863102,4,15.35929922,85.08891194,82.41204818,72.82548,mainland,,733.1195155,34095,34308
324,buffer,em,80.75351715,159.6351624,4,17.02664415,59.48092292,57.39436121,82.36228,island,4400,102.0736043,6506,8635
325,buffer,em,82.12258148,190.8601494,4,22.57122947,54.72689539,54.31355325,84.17226,mainland,,46056.66068,165492,644241
326,buffer,em,99.5945282,296.8905792,3,0,1.833845876,1.808807865,104.4191,island,121200,26493.00909,214680,540137
327,buffer,em,81.07476807,340.7350006,4,10.07859393,55.40841106,59.39034318,82.51029,mainland,,431.9114596,27862,27862
328,buffer,em,86.62185669,195.6621246,3,17.9096512,43.33788734,44.94891527,86.62186,island,2174700,52.68029437,2789,2856
329,buffer,em,76.98475647,346.320137,4,59.90133642,67.96769006,70.0535588,79.08231,mainland,,207.788229,14537,15360
330,buffer,em,89.70869446,167.8169785,3,23.7820675,35.48030891,33.99502064,91.66363,island,997000,31541.14025,153124,515915
331,buffer,em,103.4444962,326.4632924,3,,,,105.1208,island,103200,1679.127746,118232,286724
332,buffer,em,93.54404449,94.92619934,3,10.11087644,22.16939633,22.36247923,94.28278,island,146500,20169.7702,55457,243285
333,buffer,em,109.1825409,80.37628365,4,,,,109.1825,island,74200,6354.532541,543,543
334,buffer,em,83.35591125,84.45792847,3,18.38584627,47.09155034,47.43251444,83.51987,island,2070300,1753.072137,192505,391413
335,buffer,em,70.90722656,31.99105406,3,43.82144861,84.958214,96.61035086,73.20525,mainland,,2286.07486,163416,355720
336,buffer,em,88.78160095,42.82034063,3,31.38097847,36.29025079,37.73645629,89.30016,mainland,,802.971997,76228,138182
337,buffer,em,83.58530426,54.46513977,3,17.45157065,47.03713824,47.86523112,84.55222,island,1973700,2774.834951,285800,600058
338,buffer,em,91.116539,93.33246231,3,3.286281856,31.01401112,29.94102825,91.13187,island,997000,4593.751973,270689,684191
339,buffer,em,92.0931015,77.47489815,3,19.90851436,27.97797191,26.89442766,92.88172,island,905300,2055.388371,253204,611136
340,buffer,em,97.68700409,35.99622703,3,7.00196401,8.03610599,8.088404062,98.11424,island,364100,1372.007689,147676,336990
341,buffer,em,72.04949951,270.7219055,4,26.12225821,90.43822492,98.60700337,73.29955,mainland,,109.1027033,8031,41969
342,buffer,em,100.3064728,114.5269272,4,,,,100.9653,mainland,,10280.55997,128366,444974
343,buffer,em,93.23660278,46.08010101,4,20.07143441,23.03823354,22.95585685,94.12288,island,781900,2625.278565,62019,102529
344,buffer,em,95.62389374,248.0166359,3,12.0045119,14.8723583,15.28796666,95.62389,island,453900,794.1176541,1535,1535
345,buffer,em,97.2960968,154.0955276,4,8.064410841,8.608782264,8.966683494,100.3118,mainland,,26416.79833,72584,283619
346,buffer,em,93.99733734,57.05572939,3,19.72610369,20.81410284,21.15246879,94.49999,island,491200,15576.03809,136009,533796
347,buffer,em,74.46546936,223.0074291,1,1.321398407,79.4537294,83.09626012,74.46547,island,2400,144.1984288,131,131
348,buffer,em,103.7739105,90.12309723,4,,,,106.2128,island,93600,304.8760521,14835,15091
349,buffer,em,110.7158585,177.5073013,4,,,,114.0204,island,24800,269.6357032,13184,21922
350,buffer,em,73.16016388,132.1720724,4,29.91554271,86.64380409,88.44959967,73.28574,mainland,,40.55295241,4430,4430
351,buffer,em,79.66294098,230.3727493,3,54.94622545,66.49978922,63.23385843,79.66294,mainland,,70.57088102,3867,3867
352,buffer,em,73.24977112,146.4130417,4,46.20254671,80.54937864,83.80334463,74.09571,mainland,,36.98535038,1101,2734
353,buffer,em,92.37947083,211.8809143,3,20.95170453,25.64014084,25.81067084,94.39423,island,146500,16808.65475,31819,186702
354,buffer,em,99.72110748,299.8498001,4,0.433012702,1.432559915,1.506529514,99.72111,mainland,,1231.509557,64786,66645
355,buffer,em,106.2946091,173.717918,3,,,,106.9689,island,80800,1369.455503,161233,683390
356,buffer,em,108.2491913,270.6988556,3,,,,108.7037,island,176700,450.5049071,36075,39605
357,buffer,em,78.19441223,206.5194244,3,33.82714537,66.63745808,66.66622788,80.52016,mainland,,147.0802456,5322,5322
358,buffer,em,114.0640945,111.5780563,3,,,,114.2488,island,116900,539.6515126,32259,128853
359,buffer,em,88.91905975,31.14580202,3,35.03441243,36.91269714,36.33436783,89.73077,mainland,,2184.53373,192379,433423
360,buffer,em,99.3229599,33.02841749,4,2.675156554,2.861788654,2.93173061,100.8058,island,10500,17797.07743,166920,746195
361,buffer,em,94.9541626,15.83842397,3,18.79802105,15.55579925,16.48540925,95.79131,mainland,,199.5354984,9328,9940
362,buffer,em,95.38015747,232.9948769,4,16.21562241,15.29324009,15.91088545,97.20689,island,1691400,25516.88582,101051,373502
363,buffer,em,87.25733185,64.43004894,4,17.79860644,40.21433057,42.1438404,90.37389,island,4200,1886.435347,38091,127125
364,buffer,em,89.991745,253.788855,4,12.07490749,32.55609313,33.66069464,90.86355,island,4200,206.6383476,16987,45992
365,buffer,em,97.91532898,145.9285095,3,6.14990777,7.392660475,7.477065272,98.12811,island,364100,27159.20984,79624,339433
366,buffer,em,99.40559387,119.9374104,4,2.960625968,2.748691711,2.639762539,103.4421,island,2252600,3717.630988,26775,54279
367,buffer,em,101.1512375,161.054306,4,,,,101.9176,island,10200,3808.336998,62917,132362
368,buffer,em,105.3371506,187.1866875,4,,,,105.6518,island,207200,2885.72708,84260,337195
369,buffer,em,94.2898407,96.42859459,3,18.71632197,19.53080363,20.17489803,94.33882,island,491200,15198.14234,104500,436009
370,buffer,em,110.6615372,268.205761,4,,,,111.5954,island,2100,19046.43846,175886,441551
371,buffer,em,98.70581818,189.7117371,4,4.687635107,5.14696296,5.195349958,99.0843,island,1582000,180.0838678,17390,19678
372,buffer,em,111.4749527,302.9048843,4,,,,111.9946,island,128400,233.973912,27988,58019
373,buffer,em,82.13176727,32.80772285,4,19.65486934,46.34333081,57.44196196,82.66097,island,17300,253.6702685,50691,90825
374,buffer,em,109.159668,87.15909958,4,,,,109.8089,island,74200,6344.658337,31687,121397
375,buffer,em,91.86612701,195.8166931,4,26.3906706,27.10994096,27.05249265,94.30538,mainland,,17846.86401,43693,160751
376,buffer,em,99.90595245,101.3131237,3,0.433012702,0.499022482,0.499615381,100.8473,island,288700,24403.14301,117946,452977
377,buffer,em,95.41110992,121.4239178,4,16.00997224,16.13151885,15.22725328,96.23202,mainland,,23532.04641,171446,623697
378,buffer,em,90.35084534,24.06027985,3,15.60577956,32.43705785,32.18398878,90.45311,island,1075400,2437.196725,203130,523888
379,buffer,em,82.8677597,50.05770938,3,13.6064993,47.11394153,48.08284693,83.41492,island,2070300,2554.190924,282197,581698
380,buffer,em,92.20333862,150.3954315,3,10.40077434,27.52481306,27.48089003,92.20334,island,3800,826.987943,15945,15945
381,buffer,em,109.9105759,24.76309061,4,,,,110.2722,island,21600,269.7141643,16637,18446
382,buffer,em,86.84925079,211.6516914,4,46.51664189,42.60888061,42.80751554,87.41826,mainland,,125.0811334,10116,10116
383,buffer,em,103.4711151,45.20890827,4,,,,104.1805,island,158100,7537.035783,88728,223236
384,buffer,em,95.36655426,205.7154427,4,12.98408856,16.16189905,15.74066054,95.42609,mainland,,106.3873717,3999,14923
385,buffer,em,105.874939,35.65094566,4,,,,107.1552,island,9800,3468.790919,101712,274528
386,buffer,em,77.32518005,73.04154301,4,16.16078381,77.20977166,73.64687236,77.67484,mainland,,398.7161132,35491,37382
387,buffer,em,78.47840118,216.1694679,4,13.8952254,34.04593219,68.35934608,79.42477,mainland,,580.7262649,43882,96507
388,buffer,em,109.1932068,86.89696503,4,,,,110.4185,island,96600,39535.56105,161770,736908
389,buffer,em,106.6751099,262.1505814,4,,,,108.1853,island,7700,5353.745539,102195,249737
390,buffer,em,113.6767502,324.699585,4,,,,114.4956,island,24800,451.9158439,40620,68812
391,buffer,em,111.719223,180.6902679,3,,,,111.8146,island,3100,40807.70726,551644,1861615
392,buffer,em,112.0580139,304.3379059,4,,,,113.1873,island,5000,9644.984732,95868,377221
393,buffer,em,100.1718979,21.02607775,4,,,,100.8305,island,1234500,31.47006669,8465,9926
394,buffer,em,78.65856934,30.8958292,3,34.16548013,71.78953384,68.41972702,79.16222,mainland,,120.0350662,5181,5264
395,buffer,em,81.87046814,31.42225552,4,20.15857543,50.14260152,58.61967256,83.52891,mainland,,4788.427965,266559,540829
396,buffer,em,78.6105957,106.8859901,4,13.94812154,72.97638635,72.97862879,78.6106,mainland,,10978.39871,53661,122856
397,buffer,em,76.94612885,46.37444992,4,13.95389791,78.05540286,75.2830292,77.5549,mainland,,358.2859387,31745,33635
398,buffer,em,86.64025116,88.68072701,4,32.9414411,43.15350166,43.44064291,86.64025,mainland,,25614.76518,16066,16066
399,buffer,em,87.16590881,55.84263134,4,14.86820287,40.4825092,44.77777773,87.64484,island,17100,2206.110707,272318,567037
400,buffer,em,79.6182785,73.9540844,4,24.01702891,60.77250506,67.58938282,82.09218,mainland,,9470.948161,168620,392031
401,buffer,em,102.6338043,140.3910351,3,,,,103.4005,island,137400,40055.29706,156495,559716
