cat,askeladden_id,municipality,quality,elev_minimum,phase,slope_average,aspect_average,infiltration_mode,emergence_50,emergence_500,emergence_1k,site_size,cent_elev,location,island_size,avg_fetch,viewsize_5k,viewsize_10k
757,224107-1,pors,2,31.81061554,lm,6.853320758,276.1349843,3,241.1630984,1381.707901,1395.578507,534.408166,32.98646,mainland,,322.2907879,29457,32058
758,224108-1,pors,3,28.23765182,lm,6.64817826,225.4157333,3,246.6916241,1554.494036,1534.641876,730.149497,30.10203,mainland,,288.1243185,24760,27084
759,224109-1,pors,2,26.83709145,lm,7.936334478,207.2277612,3,142.1069109,1594.917459,1577.361059,868.338236,29.2918,mainland,,229.6798867,26208,33213
760,224110-1,pors,2,58.03653336,mm,7.745566487,311.993309,3,179.1441026,264.9836743,301.6815758,390.000283,58.73453,mainland,,157.9240691,46096,58411
761,224111-1,pors,1,64.18241882,mm,9.851259391,14.88695947,3,85.99307451,166.1519356,194.6063056,578.068402,65.86006,island,2705300,236.8531859,22685,33087
762,224112-1,pors,1,62.57185745,mm,10.87537074,31.2298522,3,100.8165721,182.4152344,213.3616465,508.536867,63.3074,island,2778100,155.6059168,13648,22023
763,224113-1,pors,1,62.87495422,mm,11.68514156,180.5444471,3,84.59313189,175.8449671,209.7420881,174.873516,62.89008,island,2814000,272.9058932,21817,30137
764,224114-1,pors,1,66.35539246,mm,9.056158702,356.1727397,3,64.04277171,144.5887816,171.4583351,304.314578,66.4852,island,2669900,297.7764139,28315,39434
765,224115-1,pors,1,62.28429031,mm,12.07004094,9.306442618,3,99.48538949,181.9766073,216.2844457,462.909733,64.31035,island,2743500,357.209523,27131,36516
766,224116-1,pors,1,66.17716217,mm,9.299266815,341.5202026,3,51.53548618,147.1239976,171.1961554,151.139845,66.17716,island,2669900,379.811368,16525,17165
771,224334-1,pors,1,70.79301453,em,2.553987011,142.7916149,3,72.40926858,125.4013729,128.607539,1221.923772,71.26405,island,2451700,1862.659465,122945,309762
772,224335-1,pors,2,78.61656952,em,9.430329879,342.9546763,3,57.90567557,67.45640118,65.86658714,683.607982,80.70003,island,644700,1304.455452,128000,278954
773,224336-1,pors,2,84.9044342,em,11.62436581,214.178154,3,24.56382478,33.02191376,31.16671748,350.138123,87.96453,island,484800,740.865779,54377,158538
776,228962-1,pors,1,54.6827507,mm,16.16046429,46.80327682,3,198.5204526,292.1393966,352.8729294,427.764914,56.855,island,3860000,772.5567031,86272,94826
778,230472-0,pors,1,55.07460785,mm,7.688508749,334.5673116,3,164.083207,337.9724707,326.9664767,818.003077,57.06463,mainland,,761.1589002,77715,89647
780,236024-0,bamb,3,101.2301865,em,3.834448099,23.09510279,3,,,,311.354948,102.7257,island,152500,2659.985347,278954,707580
